FIPS,county,Total,Householder who is White alone,Householder who is Black or African American alone,Householder who is American Indian and Alaska Native alone,Householder who is Asian alone,Householder who is Native Hawaiian and Other Pacific Islander alone,Householder who is Some Other Race alone,Householder who is Two or More Races,white_householder_pct,non_white_totals,non_white_householder_pct
01001,"Autauga County, Alabama",20221,16159,3505,92,128,14,119,204,79.9119727,4062,20.0880273
01003,"Baldwin County, Alabama",73180,64652,5912,503,395,29,902,787,88.34654277,8528,11.65345723
01005,"Barbour County, Alabama",9820,5132,4344,34,32,10,201,67,52.26069246,4688,47.73930754
01007,"Bibb County, Alabama",7953,6453,1349,24,6,4,51,66,81.13919276,1500,18.86080724
01009,"Blount County, Alabama",21578,20436,276,117,30,10,522,187,94.70757253,1142,5.292427472
01011,"Bullock County, Alabama",3745,833,2724,8,9,9,138,24,22.24299065,2912,77.75700935
01013,"Butler County, Alabama",8491,4854,3504,21,55,1,12,44,57.16641149,3637,42.83358851
01015,"Calhoun County, Alabama",47331,36425,9357,239,275,30,476,529,76.95801906,10906,23.04198094
01017,"Chambers County, Alabama",13933,8586,5101,30,58,1,59,98,61.62348382,5347,38.37651618
01019,"Cherokee County, Alabama",10626,9900,517,60,11,1,28,109,93.16770186,726,6.832298137
01021,"Chilton County, Alabama",16558,14348,1559,61,31,16,431,112,86.65297741,2210,13.34702259
01023,"Choctaw County, Alabama",5866,3297,2532,10,2,0,5,20,56.2052506,2569,43.7947494
01025,"Clarke County, Alabama",10337,5815,4397,34,23,1,17,50,56.25423237,4522,43.74576763
01027,"Clay County, Alabama",5670,4715,817,27,8,0,52,51,83.15696649,955,16.84303351
01029,"Cleburne County, Alabama",5891,5580,205,23,5,4,36,38,94.72076048,311,5.279239518
01031,"Coffee County, Alabama",19849,15354,3298,225,186,34,435,317,77.35402287,4495,22.64597713
01033,"Colbert County, Alabama",22773,18535,3710,113,62,4,125,224,81.39024283,4238,18.60975717
01035,"Conecuh County, Alabama",5625,3034,2506,19,4,0,24,38,53.93777778,2591,46.06222222
01037,"Coosa County, Alabama",4794,3249,1453,16,3,4,34,35,67.77221527,1545,32.22778473
01039,"Covington County, Alabama",15531,13408,1810,88,40,0,39,146,86.33056468,2123,13.66943532
01041,"Crenshaw County, Alabama",5652,4137,1346,23,58,1,25,62,73.19532909,1515,26.80467091
01043,"Cullman County, Alabama",31864,30573,277,193,110,8,416,287,95.94840572,1291,4.051594276
01045,"Dale County, Alabama",20065,15318,3779,165,158,22,244,379,76.34188886,4747,23.65811114
01047,"Dallas County, Alabama",17064,5625,11241,35,56,4,17,86,32.96413502,11439,67.03586498
01049,"DeKalb County, Alabama",26842,23975,409,343,61,34,1500,520,89.31897772,2867,10.68102228
01051,"Elmore County, Alabama",28301,22833,4678,125,148,20,225,272,80.67912795,5468,19.32087205
01053,"Escambia County, Alabama",14157,9437,3947,536,23,5,84,125,66.65960302,4720,33.34039698
01055,"Etowah County, Alabama",42036,34596,6179,191,195,35,425,415,82.30088496,7440,17.69911504
01057,"Fayette County, Alabama",7100,6134,855,28,11,0,26,46,86.3943662,966,13.6056338
01059,"Franklin County, Alabama",12286,10779,483,68,17,3,793,143,87.73400619,1507,12.26599381
01061,"Geneva County, Alabama",10920,9561,1023,93,17,4,110,112,87.55494505,1359,12.44505495
01063,"Greene County, Alabama",3764,760,2973,9,6,0,6,10,20.19128587,3004,79.80871413
01065,"Hale County, Alabama",6273,2598,3609,7,12,0,10,37,41.41559063,3675,58.58440937
01067,"Henry County, Alabama",6994,4887,1978,25,13,1,46,44,69.87417787,2107,30.12582213
01069,"Houston County, Alabama",40969,29802,9882,174,263,17,366,465,72.74280554,11167,27.25719446
01071,"Jackson County, Alabama",21513,19803,728,295,47,14,177,449,92.05131781,1710,7.948682192
01073,"Jefferson County, Alabama",263568,147407,106484,664,3205,84,3633,2091,55.92750258,116161,44.07249742
01075,"Lamar County, Alabama",6103,5307,707,13,2,1,20,53,86.95723415,796,13.04276585
01077,"Lauderdale County, Alabama",38680,33910,3818,140,211,8,241,352,87.6680455,4770,12.3319545
01079,"Lawrence County, Alabama",13654,10769,1670,650,11,1,59,494,78.87066061,2885,21.12933939
01081,"Lee County, Alabama",55682,40490,12416,179,1405,30,514,648,72.71649725,15192,27.28350275
01083,"Limestone County, Alabama",31446,26273,3669,210,231,13,686,364,83.54957705,5173,16.45042295
01085,"Lowndes County, Alabama",4352,1230,3090,8,4,0,3,17,28.26286765,3122,71.73713235
01087,"Macon County, Alabama",8499,1436,6927,17,28,1,16,74,16.89610542,7063,83.10389458
01089,"Madison County, Alabama",134700,95508,31294,992,2712,110,1814,2270,70.90423163,39192,29.09576837
01091,"Marengo County, Alabama",8535,4092,4336,10,20,2,31,44,47.94376098,4443,52.05623902
01093,"Marion County, Alabama",12651,12005,394,43,20,3,74,112,94.89368429,646,5.106315706
01095,"Marshall County, Alabama",35810,32864,540,266,144,24,1544,428,91.7732477,2946,8.226752304
01097,"Mobile County, Alabama",158435,99941,51992,1431,2267,68,1099,1637,63.0801275,58494,36.9198725
01099,"Monroe County, Alabama",9214,5268,3720,103,24,0,15,84,57.17386586,3946,42.82613414
01101,"Montgomery County, Alabama",89981,39754,46494,216,1552,57,1139,769,44.18043809,50227,55.81956191
01103,"Morgan County, Alabama",47030,39007,5403,408,210,26,1329,647,82.94067616,8023,17.05932384
01105,"Perry County, Alabama",3947,1247,2680,4,5,0,1,10,31.5936154,2700,68.4063846
01107,"Pickens County, Alabama",8012,4634,3285,13,7,1,24,48,57.83824264,3378,42.16175736
01109,"Pike County, Alabama",13210,7937,4705,72,248,10,81,157,60.08327025,5273,39.91672975
01111,"Randolph County, Alabama",9164,7227,1726,37,17,3,88,66,78.86294195,1937,21.13705805
01113,"Russell County, Alabama",21229,11887,8670,92,82,29,190,279,55.99415893,9342,44.00584107
01115,"St. Clair County, Alabama",31624,28589,2283,120,145,11,171,305,90.40285859,3035,9.597141412
01117,"Shelby County, Alabama",74072,63030,7681,219,1131,24,1303,684,85.0928826,11042,14.9071174
01119,"Sumter County, Alabama",5629,1426,4165,4,7,2,7,18,25.33309646,4203,74.66690354
01121,"Talladega County, Alabama",31890,21595,9631,112,105,2,168,277,67.71715271,10295,32.28284729
01123,"Tallapoosa County, Alabama",16985,12343,4233,52,51,2,188,116,72.67000294,4642,27.32999706
01125,"Tuscaloosa County, Alabama",76141,52078,21651,225,807,30,753,597,68.39679017,24063,31.60320983
01127,"Walker County, Alabama",26571,24507,1495,126,48,10,152,233,92.23213278,2064,7.767867224
01129,"Washington County, Alabama",6758,4565,1626,498,4,3,11,51,67.54957088,2193,32.45042912
01131,"Wilcox County, Alabama",4484,1332,3129,6,1,0,2,14,29.70561998,3152,70.29438002
01133,"Winston County, Alabama",10163,9827,31,73,13,4,98,117,96.6938896,336,3.3061104
02013,"Aleutians East Borough, Alaska",553,153,8,326,29,2,9,26,27.66726944,400,72.33273056
02016,"Aleutians West Census Area, Alaska",1212,554,17,330,223,9,36,43,45.70957096,658,54.29042904
02020,"Anchorage Municipality, Alaska",107332,79547,6113,6902,6340,1286,2078,5066,74.11303246,27785,25.88696754
02050,"Bethel Census Area, Alaska",4651,992,37,3388,69,8,16,141,21.32874651,3659,78.67125349
02060,"Bristol Bay Borough, Alaska",423,232,0,137,2,0,2,50,54.8463357,191,45.1536643
02068,"Denali Borough, Alaska",806,747,6,25,1,0,5,22,92.67990074,59,7.320099256
02070,"Dillingham Census Area, Alaska",1563,431,3,1017,9,1,5,97,27.57517594,1132,72.42482406
02090,"Fairbanks North Star Borough, Alaska",36441,30049,1537,2099,731,112,451,1462,82.4593178,6392,17.5406822
02100,"Haines Borough, Alaska",1149,981,6,98,3,0,4,57,85.37859008,168,14.62140992
02105,"Hoonah-Angoon Census Area, Alaska",913,505,1,345,4,0,2,56,55.31215772,408,44.68784228
02110,"Juneau City and Borough, Alaska",12187,9425,116,1235,543,48,117,703,77.33650611,2762,22.66349389
02122,"Kenai Peninsula Borough, Alaska",22161,19735,72,1225,160,42,110,817,89.05284058,2426,10.94715942
02130,"Ketchikan Gateway Borough, Alaska",5305,3998,44,659,258,10,41,295,75.36286522,1307,24.63713478
02150,"Kodiak Island Borough, Alaska",4630,2968,36,631,613,28,121,233,64.10367171,1662,35.89632829
02164,"Lake and Peninsula Borough, Alaska",553,147,1,364,1,1,1,38,26.58227848,406,73.41772152
02170,"Matanuska-Susitna Borough, Alaska",31824,28616,291,1262,250,59,201,1145,89.91955757,3208,10.08044243
02180,"Nome Census Area, Alaska",2815,788,12,1851,34,1,6,123,27.9928952,2027,72.0071048
02185,"North Slope Borough, Alaska",2029,457,17,1316,108,30,14,87,22.52341055,1572,77.47658945
02188,"Northwest Arctic Borough, Alaska",1919,360,23,1423,19,3,4,87,18.75977071,1559,81.24022929
02195,"Petersburg Census Area, Alaska",1599,1228,3,242,31,4,10,81,76.79799875,371,23.20200125
02198,"Prince of Wales-Hyder Census Area, Alaska",2194,1258,8,784,6,7,12,119,57.33819508,936,42.66180492
02220,"Sitka City and Borough, Alaska",3545,2609,17,533,140,10,34,202,73.59661495,936,26.40338505
02230,"Skagway Municipality, Alaska",436,402,0,13,1,1,1,18,92.20183486,34,7.798165138
02240,"Southeast Fairbanks Census Area, Alaska",2567,2125,29,282,13,7,24,87,82.78145695,442,17.21854305
02261,"Valdez-Cordova Census Area, Alaska",3966,3136,28,490,102,12,18,180,79.07211296,830,20.92788704
02270,"Wade Hampton Census Area, Alaska",1745,101,0,1603,4,0,2,35,5.787965616,1644,94.21203438
02275,"Wrangell City and Borough, Alaska",1053,811,1,159,8,0,1,73,77.01804368,242,22.98195632
02282,"Yakutat City and Borough, Alaska",270,142,0,93,5,3,0,27,52.59259259,128,47.40740741
02290,"Yukon-Koyukuk Census Area, Alaska",2217,602,5,1510,3,2,5,90,27.15381146,1615,72.84618854
04001,"Apache County, Arizona",22771,6781,59,15288,73,11,303,256,29.779105,15990,70.220895
04003,"Cochise County, Arizona",50865,42377,1899,518,831,142,3704,1394,83.31269046,8488,16.68730954
04005,"Coconino County, Arizona",46711,33100,526,9614,533,47,1998,893,70.86125324,13611,29.13874676
04007,"Gila County, Arizona",22000,18660,64,1928,85,13,935,315,84.81818182,3340,15.18181818
04009,"Graham County, Arizona",11120,8689,103,1185,44,11,877,211,78.13848921,2431,21.86151079
04011,"Greenlee County, Arizona",3188,2560,30,63,16,1,448,70,80.30112923,628,19.69887077
04012,"La Paz County, Arizona",9198,7310,58,847,38,1,737,207,79.47379865,1888,20.52620135
04013,"Maricopa County, Arizona",1411583,1118522,69836,22887,43063,2245,124652,30378,79.23884037,293061,20.76115963
04015,"Mohave County, Arizona",82539,74965,640,1461,684,113,3253,1423,90.82373181,7574,9.176268188
04017,"Navajo County, Arizona",35658,20951,270,12644,177,19,1129,468,58.75539851,14707,41.24460149
04019,"Pima County, Arizona",388660,311375,12980,9584,9046,507,35676,9492,80.11501055,77285,19.88498945
04021,"Pinal County, Arizona",125590,101219,4798,4671,1685,173,10220,2824,80.59479258,24371,19.40520742
04023,"Santa Cruz County, Arizona",15437,11851,59,119,91,4,2997,316,76.77009782,3586,23.22990218
04025,"Yavapai County, Arizona",90903,84340,449,1185,544,67,2750,1568,92.78021627,6563,7.219783726
04027,"Yuma County, Arizona",64767,49626,1223,904,684,89,10419,1822,76.62235398,15141,23.37764602
05001,"Arkansas County, Arkansas",8005,5983,1814,21,35,1,85,66,74.74078701,2022,25.25921299
05003,"Ashley County, Arkansas",8765,6228,2272,23,11,1,176,54,71.05533371,2537,28.94466629
05005,"Baxter County, Arkansas",18748,18302,24,105,44,6,55,212,97.62107958,446,2.378920418
05007,"Benton County, Arkansas",82087,71466,1063,1230,2058,135,4594,1541,87.06128863,10621,12.93871137
05009,"Boone County, Arkansas",15120,14679,18,95,52,10,31,235,97.08333333,441,2.916666667
05011,"Bradley County, Arkansas",4673,2943,1369,10,6,0,294,51,62.97881447,1730,37.02118553
05013,"Calhoun County, Arkansas",2262,1737,479,5,1,0,22,18,76.79045093,525,23.20954907
05015,"Carroll County, Arkansas",11393,10585,29,91,46,10,406,226,92.90792592,808,7.092074081
05017,"Chicot County, Arkansas",4579,2064,2353,10,23,1,104,24,45.07534396,2515,54.92465604
05019,"Clark County, Arkansas",8783,6370,2145,31,37,1,111,88,72.52647159,2413,27.47352841
05021,"Clay County, Arkansas",6845,6716,10,20,6,1,23,69,98.11541271,129,1.88458729
05023,"Cleburne County, Arkansas",11078,10793,21,61,15,4,58,126,97.42733345,285,2.572666546
05025,"Cleveland County, Arkansas",3416,2984,388,9,2,0,15,18,87.35362998,432,12.64637002
05027,"Columbia County, Arkansas",9759,6053,3478,25,55,1,79,68,62.02479762,3706,37.97520238
05029,"Conway County, Arkansas",8463,7225,970,54,25,0,71,118,85.37161763,1238,14.62838237
05031,"Craighead County, Arkansas",37291,31625,4158,143,382,7,590,386,84.80598536,5666,15.19401464
05033,"Crawford County, Arkansas",23447,21534,247,440,251,8,517,450,91.84117371,1913,8.158826289
05035,"Crittenden County, Arkansas",19026,9519,9115,41,102,4,115,130,50.03153579,9507,49.96846421
05037,"Cross County, Arkansas",7002,5418,1471,23,24,1,21,44,77.37789203,1584,22.62210797
05039,"Dallas County, Arkansas",3280,1896,1323,13,4,1,23,20,57.80487805,1384,42.19512195
05041,"Desha County, Arkansas",5321,2657,2507,15,13,1,96,32,49.93422289,2664,50.06577711
05043,"Drew County, Arkansas",7360,5200,1994,17,33,2,72,42,70.65217391,2160,29.34782609
05045,"Faulkner County, Arkansas",42614,36546,4350,239,384,14,524,557,85.76054818,6068,14.23945182
05047,"Franklin County, Arkansas",7037,6800,19,59,37,4,30,88,96.63208754,237,3.367912463
05049,"Fulton County, Arkansas",5196,5069,10,37,4,0,12,64,97.55581216,127,2.444187837
05051,"Garland County, Arkansas",40994,36435,2960,255,217,12,523,592,88.87886032,4559,11.12113968
05053,"Grant County, Arkansas",6933,6655,138,27,6,2,53,52,95.99019184,278,4.009808164
05055,"Greene County, Arkansas",16425,15997,60,91,24,1,99,153,97.39421613,428,2.605783866
05057,"Hempstead County, Arkansas",8839,5561,2656,38,18,4,452,110,62.91435683,3278,37.08564317
05059,"Hot Spring County, Arkansas",12664,11124,1227,52,18,1,83,159,87.83954517,1540,12.16045483
05061,"Howard County, Arkansas",5365,3985,1109,32,26,1,168,44,74.277726,1380,25.722274
05063,"Independence County, Arkansas",14391,13538,277,67,73,11,286,139,94.07268432,853,5.927315683
05065,"Izard County, Arkansas",5731,5593,6,40,11,0,17,64,97.59204327,138,2.407956727
05067,"Jackson County, Arkansas",6724,5629,956,27,15,1,39,57,83.71505057,1095,16.28494943
05069,"Jefferson County, Arkansas",28873,13182,15027,94,182,4,138,246,45.65511031,15691,54.34488969
05071,"Johnson County, Arkansas",9812,8907,130,92,41,5,482,155,90.77660008,905,9.223399918
05073,"Lafayette County, Arkansas",3150,1982,1122,5,5,0,15,21,62.92063492,1168,37.07936508
05075,"Lawrence County, Arkansas",6938,6807,25,21,6,0,6,73,98.11184779,131,1.888152205
05077,"Lee County, Arkansas",3624,1546,2008,17,12,0,15,26,42.66004415,2078,57.33995585
05079,"Lincoln County, Arkansas",4207,3152,952,12,2,0,52,37,74.9227478,1055,25.0772522
05081,"Little River County, Arkansas",5411,4182,1039,55,9,0,60,66,77.28700795,1229,22.71299205
05083,"Logan County, Arkansas",8704,8301,95,80,65,0,51,112,95.36994485,403,4.630055147
05085,"Lonoke County, Arkansas",25295,23091,1477,135,123,14,174,281,91.28681558,2204,8.713184424
05087,"Madison County, Arkansas",6174,5918,8,55,12,2,103,76,95.85357953,256,4.146420473
05089,"Marion County, Arkansas",7411,7205,6,42,15,4,14,125,97.22034813,206,2.779651869
05091,"Miller County, Arkansas",17219,12647,4079,111,62,7,110,203,73.44793542,4572,26.55206458
05093,"Mississippi County, Arkansas",17741,11498,5729,43,80,0,238,153,64.81032636,6243,35.18967364
05095,"Monroe County, Arkansas",3481,2069,1345,15,8,0,14,30,59.43694341,1412,40.56305659
05097,"Montgomery County, Arkansas",4000,3829,5,34,8,0,50,74,95.725,171,4.275
05099,"Nevada County, Arkansas",3697,2467,1160,13,5,1,23,28,66.7297809,1230,33.2702191
05101,"Newton County, Arkansas",3571,3440,2,39,4,1,6,79,96.33155979,131,3.668440213
05103,"Ouachita County, Arkansas",11003,6435,4356,40,28,3,45,96,58.4840498,4568,41.5159502
05105,"Perry County, Arkansas",4170,4000,67,23,3,0,13,64,95.92326139,170,4.076738609
05107,"Phillips County, Arkansas",8491,3352,5023,11,23,0,29,53,39.47709339,5139,60.52290661
05109,"Pike County, Arkansas",4457,4125,113,26,16,0,123,54,92.5510433,332,7.448956697
05111,"Poinsett County, Arkansas",9754,8905,661,24,12,2,76,74,91.29587861,849,8.704121386
05113,"Polk County, Arkansas",8450,7972,11,134,30,2,126,175,94.34319527,478,5.656804734
05115,"Pope County, Arkansas",23353,21468,605,177,178,5,544,376,91.92823192,1885,8.071768081
05117,"Prairie County, Arkansas",3685,3211,428,11,2,0,4,29,87.13704206,474,12.86295794
05119,"Pulaski County, Arkansas",158772,98741,51653,611,2551,95,3003,2118,62.1904366,60031,37.8095634
05121,"Randolph County, Arkansas",7299,7081,56,41,5,2,28,86,97.01328949,218,2.986710508
05123,"St. Francis County, Arkansas",9616,4608,4821,36,35,2,37,77,47.92013311,5008,52.07986689
05125,"Saline County, Arkansas",41441,38320,1728,209,248,4,526,406,92.46881108,3121,7.531188919
05127,"Scott County, Arkansas",4368,4013,10,65,96,2,108,74,91.87271062,355,8.127289377
05129,"Searcy County, Arkansas",3574,3446,1,39,2,1,6,79,96.41857862,128,3.581421377
05131,"Sebastian County, Arkansas",49599,40533,3165,844,1578,30,2342,1107,81.72140567,9066,18.27859433
05133,"Sevier County, Arkansas",5975,4660,301,102,16,2,769,125,77.9916318,1315,22.0083682
05135,"Sharp County, Arkansas",7360,7123,25,74,8,1,18,111,96.7798913,237,3.220108696
05137,"Stone County, Arkansas",5325,5180,3,38,9,1,11,83,97.27699531,145,2.723004695
05139,"Union County, Arkansas",16951,11238,5260,75,52,5,178,143,66.29697363,5713,33.70302637
05141,"Van Buren County, Arkansas",7433,7221,21,52,12,2,28,97,97.14785416,212,2.852145836
05143,"Washington County, Arkansas",76389,65122,2234,887,1481,724,4425,1516,85.25049418,11267,14.74950582
05145,"White County, Arkansas",29342,27278,1113,172,129,11,301,338,92.96571468,2064,7.034285325
05147,"Woodruff County, Arkansas",3134,2198,883,11,4,1,7,30,70.13401404,936,29.86598596
05149,"Yell County, Arkansas",8219,7450,115,59,72,1,424,98,90.64363061,769,9.356369388
06001,"Alameda County, California",545138,271799,78047,3147,125785,3297,40365,22698,49.85875136,273339,50.14124864
06003,"Alpine County, California",497,400,0,75,2,0,7,13,80.48289738,97,19.51710262
06005,"Amador County, California",14569,13521,51,227,125,16,258,371,92.80664424,1048,7.193355755
06007,"Butte County, California",87618,76102,1219,1555,2254,131,3503,2854,86.85658198,11516,13.14341802
06009,"Calaveras County, California",18886,17371,111,268,190,21,417,508,91.9781849,1515,8.021815101
06011,"Colusa County, California",7056,5065,71,128,98,26,1485,183,71.78287982,1991,28.21712018
06013,"Contra Costa County, California",375364,246116,36331,2082,48055,1303,27742,13735,65.56728935,129248,34.43271065
06015,"Del Norte County, California",9907,8208,35,680,223,18,397,346,82.85050974,1699,17.14949026
06017,"El Dorado County, California",70223,63331,460,735,1948,91,1890,1768,90.18555174,6892,9.814448258
06019,"Fresno County, California",289391,181030,16458,4599,22365,397,54734,9808,62.55550449,108361,37.44449551
06021,"Glenn County, California",9800,7727,57,204,171,6,1400,235,78.84693878,2073,21.15306122
06023,"Humboldt County, California",56031,48548,495,2498,828,110,1422,2130,86.64489301,7483,13.35510699
06025,"Imperial County, California",49126,30225,954,974,911,42,14000,2020,61.52546513,18901,38.47453487
06027,"Inyo County, California",8049,6469,20,794,83,6,473,204,80.37023233,1580,19.62976767
06029,"Kern County, California",254610,169043,14075,3981,9834,344,48691,8642,66.39291465,85567,33.60708535
06031,"Kings County, California",41233,26580,2087,745,1565,79,8718,1459,64.46293018,14653,35.53706982
06033,"Lake County, California",26548,22806,538,619,254,39,1450,842,85.90477625,3742,14.09522375
06035,"Lassen County, California",10058,8876,119,343,91,41,276,312,88.24816067,1182,11.75183933
06037,"Los Angeles County, California",3241204,1802980,330737,22120,450325,6703,511783,116556,55.62685965,1438224,44.37314035
06039,"Madera County, California",43317,30672,1183,1065,750,39,8075,1533,70.80822772,12645,29.19177228
06041,"Marin County, California",103210,89351,1910,418,4836,156,3918,2621,86.57203759,13859,13.42796241
06043,"Mariposa County, California",7693,7016,45,194,71,8,129,230,91.19979202,677,8.800207981
06045,"Mendocino County, California",34945,29372,184,1380,389,44,2523,1053,84.05208184,5573,15.94791816
06047,"Merced County, California",75642,48894,3254,1023,4337,149,15314,2671,64.63869279,26748,35.36130721
06049,"Modoc County, California",4064,3567,19,141,20,7,191,119,87.77066929,497,12.22933071
06051,"Mono County, California",5768,5068,15,116,66,4,390,109,87.86407767,700,12.13592233
06053,"Monterey County, California",125946,81331,3733,1359,8401,569,25567,4986,64.57608816,44615,35.42391184
06055,"Napa County, California",48876,39311,763,337,2466,93,4578,1328,80.43006793,9565,19.56993207
06057,"Nevada County, California",41527,39078,100,371,397,29,694,858,94.10263202,2449,5.897367977
06059,"Orange County, California",992781,682264,18206,5354,163107,2491,92729,28630,68.72250778,310517,31.27749222
06061,"Placer County, California",132627,116215,1715,1061,6300,246,3682,3408,87.6254458,16412,12.3745542
06063,"Plumas County, California",8977,8247,66,197,51,8,184,224,91.86810739,730,8.131892614
06065,"Riverside County, California",686260,471474,45128,7259,36752,1733,102597,21317,68.7019497,214786,31.2980503
06067,"Sacramento County, California",513945,334502,52956,5053,60401,3738,35213,22082,65.08517448,179443,34.91482552
06069,"San Benito County, California",16805,11933,161,233,407,31,3463,577,71.00862838,4872,28.99137162
06071,"San Bernardino County, California",611618,383137,58524,6760,38285,1654,101750,21508,62.64318578,228481,37.35681422
06073,"San Diego County, California",1086865,776979,56283,8655,101925,4463,102659,35901,71.4880873,309886,28.5119127
06075,"San Francisco County, California",345811,199332,21469,1469,95378,916,14930,12317,57.64189109,146479,42.35810891
06077,"San Joaquin County, California",215007,127194,17322,2295,25781,1016,32346,9053,59.15807392,87813,40.84192608
06079,"San Luis Obispo County, California",102016,89818,960,913,2622,121,4905,2677,88.04305207,12198,11.95694793
06081,"San Mateo County, California",257837,159788,8094,1025,57625,2303,20360,8642,61.97248649,98049,38.02751351
06083,"Santa Barbara County, California",142104,110121,2879,1644,6217,213,16363,4667,77.49324438,31983,22.50675562
06085,"Santa Clara County, California",604204,332240,17236,3805,178593,1869,51225,19236,54.98805039,271964,45.01194961
06087,"Santa Cruz County, California",94355,76656,894,691,3286,94,9746,2988,81.24211753,17699,18.75788247
06089,"Shasta County, California",70346,63616,500,1672,1184,85,1220,2069,90.43300259,6730,9.566997413
06091,"Sierra County, California",1482,1403,3,21,2,0,26,27,94.66936572,79,5.330634278
06093,"Siskiyou County, California",19505,17245,221,697,175,31,425,711,88.41322738,2260,11.58677262
06095,"Solano County, California",141758,82776,21631,1079,17991,1031,10705,6545,58.39247168,58982,41.60752832
06097,"Sonoma County, California",185825,156674,2555,2005,5785,435,13048,5323,84.31265976,29151,15.68734024
06099,"Stanislaus County, California",165180,119688,4766,1920,7147,925,24292,6442,72.45913549,45492,27.54086451
06101,"Sutter County, California",31437,22042,710,457,3336,79,3622,1191,70.11483284,9395,29.88516716
06103,"Tehama County, California",23767,20559,114,550,200,30,1589,725,86.5022931,3208,13.4977069
06105,"Trinity County, California",6083,5496,10,246,30,7,53,241,90.35015617,587,9.649843827
06107,"Tulare County, California",130352,87206,2136,2042,4003,127,30763,4075,66.90039278,43146,33.09960722
06109,"Tuolumne County, California",22156,20629,67,390,199,26,272,573,93.10796173,1527,6.892038274
06111,"Ventura County, California",266920,204202,5216,2252,17038,461,29852,7899,76.50307208,62718,23.49692792
06113,"Yolo County, California",70872,49588,1905,768,7999,263,7480,2869,69.96839372,21284,30.03160628
06115,"Yuba County, California",24307,18450,853,544,1130,74,2104,1152,75.90406056,5857,24.09593944
08001,"Adams County, Colorado",153764,121282,4753,1883,4531,164,17019,4132,78.87541947,32482,21.12458053
08003,"Alamosa County, Colorado",5995,4640,61,146,51,4,881,212,77.39783153,1355,22.60216847
08005,"Arapahoe County, Colorado",224011,174179,22323,1549,9341,314,10714,5591,77.75466383,49832,22.24533617
08007,"Archuleta County, Colorado",5267,4735,12,78,24,3,320,95,89.89937346,532,10.10062654
08009,"Baca County, Colorado",1685,1583,9,27,2,0,46,18,93.94658754,102,6.053412463
08011,"Bent County, Colorado",1832,1586,6,39,14,1,146,40,86.5720524,246,13.4279476
08013,"Boulder County, Colorado",119300,108156,968,631,4102,61,3413,1969,90.65884325,11144,9.341156748
08014,"Broomfield County, Colorado",21414,19202,219,118,1037,18,487,333,89.67030914,2212,10.32969086
08015,"Chaffee County, Colorado",7601,7311,8,64,28,3,103,84,96.18471254,290,3.815287462
08017,"Cheyenne County, Colorado",786,757,1,4,3,0,17,4,96.31043257,29,3.68956743
08019,"Clear Creek County, Colorado",4208,4068,20,29,21,1,27,42,96.6730038,140,3.326996198
08021,"Conejos County, Colorado",3118,2366,10,77,6,1,533,125,75.88197563,752,24.11802437
08023,"Costilla County, Colorado",1550,1100,10,46,22,2,317,53,70.96774194,450,29.03225806
08025,"Crowley County, Colorado",1306,1173,4,31,8,0,65,25,89.81623277,133,10.18376723
08027,"Custer County, Colorado",1925,1856,8,14,2,0,12,33,96.41558442,69,3.584415584
08029,"Delta County, Colorado",12703,11788,22,114,40,6,522,211,92.79697709,915,7.203022908
08031,"Denver County, Colorado",263107,198903,25311,3003,7793,213,20108,7776,75.59776061,64204,24.40223939
08033,"Dolores County, Colorado",899,864,4,16,1,1,9,4,96.10678532,35,3.893214683
08035,"Douglas County, Colorado",102018,94284,1298,405,3227,60,1344,1400,92.41898489,7734,7.581015115
08037,"Eagle County, Colorado",19236,17075,128,112,158,4,1462,297,88.76585569,2161,11.23414431
08039,"Elbert County, Colorado",8380,8053,52,46,50,10,74,95,96.09785203,327,3.902147971
08041,"El Paso County, Colorado",235959,197028,14486,2167,5375,660,9329,6914,83.5009472,38931,16.4990528
08043,"Fremont County, Colorado",16582,15806,41,206,46,6,205,272,95.32022675,776,4.679773248
08045,"Garfield County, Colorado",20359,17889,102,182,103,11,1690,382,87.86777347,2470,12.13222653
08047,"Gilpin County, Colorado",2460,2360,11,16,25,2,11,35,95.93495935,100,4.06504065
08049,"Grand County, Colorado",6469,6189,23,33,37,0,125,62,95.67166486,280,4.328335137
08051,"Gunnison County, Colorado",6516,6157,17,66,30,2,150,94,94.49048496,359,5.50951504
08053,"Hinsdale County, Colorado",362,352,0,1,1,0,2,6,97.23756906,10,2.762430939
08055,"Huerfano County, Colorado",3137,2656,14,95,8,6,243,115,84.66687918,481,15.33312082
08057,"Jackson County, Colorado",649,614,0,10,0,0,21,4,94.60708783,35,5.392912173
08059,"Jefferson County, Colorado",218160,199590,2012,1598,4328,153,6816,3663,91.48789879,18570,8.51210121
08061,"Kiowa County, Colorado",619,604,0,2,0,0,5,8,97.57673667,15,2.423263328
08063,"Kit Carson County, Colorado",3038,2821,8,12,8,1,153,35,92.85714286,217,7.142857143
08065,"Lake County, Colorado",2953,2528,13,41,13,3,270,85,85.60785642,425,14.39214358
08067,"La Plata County, Colorado",21100,19004,73,946,71,4,560,442,90.06635071,2096,9.933649289
08069,"Larimer County, Colorado",120295,111904,857,776,1875,68,2835,1980,93.02464774,8391,6.975352259
08071,"Las Animas County, Colorado",6384,5524,30,146,28,2,460,194,86.52882206,860,13.47117794
